condition,stimulus_string
WORDS,ORANGE ONE OF PEOPLE THEM FEW A IS JUICE A SETTING RESTAURANT DRINKING IN
WORDS,JUICE OF FEW DRINKING RESTAURANT A THEM SETTING IS A IN ONE ORANGE PEOPLE
WORDS,IS ONE OF A FEW THEM IN PEOPLE SETTING A RESTAURANT ORANGE JUICE DRINKING
WORDS,MAN AT OLDER ORANGE JUICE A IS AN DRINKING RESTAURANT
WORDS,IS MAN JUICE ORANGE DRINKING A AT RESTAURANT AN OLDER
WORDS,AT MAN ORANGE AN A JUICE RESTAURANT OLDER DRINKING IS
WORDS,AND MAN FOUNTAIN OUT WATER PUBLIC A WITH BROWN A BLONDHAIR OF A DRINKING SHIRT
WORDS,DRINKING FOUNTAIN BROWN WATER MAN A AND OF A OUT BLONDHAIR SHIRT A PUBLIC WITH
WORDS,OUT DRINKING WITH A A MAN AND WATER PUBLIC BLONDHAIR SHIRT FOUNTAIN BROWN OF A
WORDS,AND TWO WOMEN HUGGING WHO SAYING HAD JUST LUNCH GOODBYE
WORDS,TWO HAD WOMEN WHO AND GOODBYE JUST SAYING HUGGING LUNCH
WORDS,LUNCH AND SAYING JUST GOODBYE TWO HUGGING WHO HAD WOMEN
WORDS,FOOD HOLDING WOMEN TWO CARRYOUT HUG CONTAINERS
WORDS,CARRYOUT CONTAINERS WOMEN TWO FOOD HUG HOLDING
WORDS,FOOD CARRYOUT CONTAINERS TWO WOMEN HOLDING HUG
WORDS,AFTERNOON CATCH BASE LITTLE INTO TO GAME TEAM AN IN A A RUNNER SLIDING A TRIES LEAGUE
WORDS,SLIDING A A AN TEAM BASE IN GAME RUNNER TO LITTLE LEAGUE INTO TRIES A AFTERNOON CATCH
WORDS,BASE SLIDING TO TRIES GAME A TEAM AFTERNOON CATCH A A IN AN RUNNER LITTLE INTO LEAGUE
WORDS,SCHOOL ON PARTIES HOW AMERICAN ORDER OTHER SPECIAL THE A DEALT CULTURE CULTURES IN IN IS SHOW HAVING TO THE WITH EVENT ARE
WORDS,CULTURE A DEALT SHOW OTHER WITH THE IS HAVING THE IN ON ORDER PARTIES SPECIAL SCHOOL TO CULTURES IN AMERICAN HOW ARE EVENT
WORDS,TO HOW IN A IN WITH SHOW SCHOOL SPECIAL THE HAVING ORDER ON THE OTHER ARE IS CULTURES PARTIES CULTURE AMERICAN EVENT DEALT
WORDS,WAIT CITY PEOPLE LADIES OF BESIDE HIGH A A THE OUTSIDE FASHION CROWD TRAM IN
WORDS,HIGH A PEOPLE TRAM WAIT IN THE OF A CROWD BESIDE FASHION LADIES CITY OUTSIDE
WORDS,TRAM FASHION IN HIGH THE A OF A OUTSIDE PEOPLE CROWD WAIT CITY BESIDE LADIES
WORDS,CHILD ON A AND MAN BEACH WOMAN THEMSELVES A ENJOYING
WORDS,ON ENJOYING WOMAN A THEMSELVES BEACH MAN AND A CHILD
WORDS,ENJOYING MAN AND ON A WOMAN BEACH A THEMSELVES CHILD
WORDS,A OR ON JUST WAITING PEOPLE GETTING TO GET TRAIN OFF
WORDS,GETTING PEOPLE TO OFF OR ON A JUST WAITING TRAIN GET
WORDS,OR A TO JUST GETTING GET ON TRAIN OFF WAITING PEOPLE
WORDS,THE PLAYING LITTLE WITH A A BEACH BOY COUPLE ON
WORDS,LITTLE A PLAYING A WITH BEACH BOY ON COUPLE THE
WORDS,LITTLE PLAYING COUPLE ON BOY BEACH THE A A WITH
WORDS,IN THE TIDE COUPLE PLAY WITH A SON THEIR YOUNG
WORDS,A TIDE PLAY IN COUPLE SON WITH THE YOUNG THEIR
WORDS,THEIR YOUNG A IN TIDE COUPLE SON WITH PLAY THE
WORDS,OF IN STREET MAN WOMAN A A THE CROSS RESTAURANT FRONT PIZZA GYRO AND A AND
WORDS,CROSS A WOMAN FRONT GYRO AND STREET A MAN RESTAURANT A AND PIZZA IN OF THE
WORDS,CROSS IN FRONT STREET A A A PIZZA AND MAN RESTAURANT WOMAN GYRO OF AND THE
WORDS,HEAD AND HER OVER LOOKING A VALLEY JACKET WOMAN TOWARDS HOOD IN A GREEN A
WORDS,HOOD A GREEN TOWARDS WOMAN VALLEY LOOKING OVER HER A HEAD JACKET A IN AND
WORDS,TOWARDS IN A JACKET A VALLEY HEAD HOOD GREEN HER AND A WOMAN LOOKING OVER
WORDS,SIGN BEHIND WHITE PIZZA WOMAN WALKING IN FOR AND BACKGROUND IN WITH A MAN JOHNS A AND THE IN SLIGHTLY FOREGROUND GYRO
WORDS,BACKGROUND A JOHNS BEHIND FOR AND THE SIGN GYRO WHITE SLIGHTLY A PIZZA WALKING IN WOMAN WITH FOREGROUND IN IN MAN AND
WORDS,IN GYRO BACKGROUND PIZZA THE AND IN WALKING WITH MAN SIGN A WOMAN SLIGHTLY WHITE AND IN JOHNS FOR FOREGROUND A BEHIND
WORDS,IN PIZZA A GYRO BEHIND AND A AND SIGN JOHNS IN WITH MAN FOREGROUND BACKGROUND SLIGHTLY IN WHITE THE WOMAN WALKING FOR
WORDS,JOHNS A IN FOR SIGN FOREGROUND WOMAN AND IN WITH WHITE PIZZA MAN BACKGROUND IN BEHIND A WALKING SLIGHTLY GYRO AND THE
WORDS,AND WITH FOREGROUND MAN THE WALKING JOHNS IN BEHIND GYRO A A WOMAN AND WHITE SLIGHTLY IN FOR SIGN PIZZA IN BACKGROUND
WORDS,BEHIND FOR FOREGROUND MAN SLIGHTLY WOMAN WHITE A IN JOHNS BACKGROUND PIZZA IN AND IN WITH SIGN GYRO A THE AND WALKING
WORDS,MAN A WALKING A SIGN WHITE AND BEHIND FOREGROUND JOHNS SLIGHTLY AND BACKGROUND IN PIZZA WITH THE FOR GYRO IN WOMAN IN
WORDS,SIGN GYRO THE IN BACKGROUND SLIGHTLY FOR A IN JOHNS WALKING IN WOMAN FOREGROUND A WITH MAN WHITE AND BEHIND AND PIZZA
WORDS,MAN SLIGHTLY BACKGROUND IN GYRO SIGN IN JOHNS WALKING A IN WITH WHITE THE PIZZA BEHIND AND FOR WOMAN FOREGROUND AND A
WORDS,A AND WHITE BACKGROUND A SIGN WOMAN SLIGHTLY MAN IN IN WITH FOREGROUND IN WALKING JOHNS AND FOR PIZZA GYRO THE BEHIND
WORDS,JOHNS A FOREGROUND WITH AND A BACKGROUND MAN WHITE PIZZA GYRO IN AND SIGN WOMAN WALKING BEHIND THE SLIGHTLY IN IN FOR
WORDS,BEHIND IN THE IN WOMAN BACKGROUND PIZZA SIGN A MAN WALKING FOR WHITE SLIGHTLY JOHNS WITH AND A FOREGROUND AND IN GYRO
WORDS,FOR IN A AND SIGN WALKING BEHIND PIZZA FOREGROUND BACKGROUND IN GYRO WITH SLIGHTLY A THE WOMAN JOHNS IN MAN AND WHITE
WORDS,JOHNS IN AND WHITE IN IN PIZZA BEHIND WITH SIGN SLIGHTLY THE A BACKGROUND A FOR WALKING FOREGROUND GYRO AND MAN WOMAN
WORDS,COLORED FOREGROUND ADULTS A RED IMAGE OF SHIRTED GRAY BLURRED WITH SHADES EATERY WHITE FEMALE THE TWO A ONE MALE IN WALKING AWAY PERSON IN ONE A A CLOTHES WITH FROM STREET DARK ACROSS AND
WORDS,SHIRTED BLURRED FEMALE A A CLOTHES AWAY THE RED WHITE COLORED FOREGROUND TWO WALKING ONE STREET WITH FROM OF ONE A AND DARK GRAY SHADES A PERSON IN MALE ADULTS WITH EATERY IMAGE ACROSS IN
WORDS,EATERY FEMALE FOREGROUND ONE ONE COLORED STREET GRAY RED PERSON OF CLOTHES WITH IN AND SHIRTED ACROSS BLURRED ADULTS DARK A MALE WALKING IMAGE WITH FROM IN A TWO THE AWAY SHADES A WHITE A
WORDS,STREET IN WHITE A IN COLORED A DARK RED FOREGROUND SHADES OF SHIRTED A WALKING ACROSS IMAGE PERSON GRAY FEMALE BLURRED CLOTHES A EATERY WITH THE ADULTS ONE ONE AWAY AND TWO WITH MALE FROM
WORDS,SHADES ONE COLORED A FEMALE ACROSS TWO FOREGROUND FROM IN CLOTHES WITH IMAGE AWAY THE PERSON WHITE ONE GRAY RED OF A A A EATERY MALE BLURRED AND DARK SHIRTED IN WITH ADULTS WALKING STREET
WORDS,FOREGROUND FROM COLORED SHADES WITH STREET DARK ADULTS IMAGE THE MALE SHIRTED BLURRED A CLOTHES TWO AWAY A IN A AND EATERY A WITH ONE IN WALKING GRAY FEMALE ONE WHITE ACROSS PERSON OF RED
WORDS,BLURRED STREET WITH IN THE ONE DARK A SHADES MALE IMAGE A ACROSS RED A FOREGROUND FEMALE PERSON AND GRAY SHIRTED ADULTS COLORED WHITE WALKING A OF CLOTHES IN FROM ONE AWAY WITH TWO EATERY
WORDS,FOREGROUND IN STREET IN ONE ACROSS OF A CLOTHES AWAY A WALKING SHIRTED A PERSON IMAGE AND WHITE TWO GRAY WITH ADULTS COLORED MALE FROM EATERY RED DARK SHADES ONE BLURRED A FEMALE THE WITH
WORDS,ONE FEMALE ADULTS TWO AND RED WITH FROM STREET THE WHITE ACROSS SHIRTED COLORED EATERY FOREGROUND GRAY A PERSON BLURRED SHADES WALKING A A AWAY OF MALE DARK CLOTHES ONE IN WITH IN IMAGE A
WORDS,IMAGE FOREGROUND EATERY WALKING IN RED SHIRTED ONE ONE A A CLOTHES PERSON COLORED TWO FEMALE WITH MALE AWAY AND GRAY THE ACROSS OF ADULTS STREET WITH A WHITE FROM IN SHADES BLURRED A DARK
WORDS,THE FOREGROUND IN DARK AND COLORED AWAY FROM A BLURRED STREET RED A SHIRTED IMAGE A ONE FEMALE GRAY A PERSON ADULTS OF WALKING CLOTHES ACROSS SHADES EATERY TWO WHITE ONE WITH IN WITH MALE
WORDS,AWAY ACROSS TWO WHITE IMAGE RED IN CLOTHES ONE A THE WALKING DARK PERSON A ONE MALE GRAY EATERY A WITH COLORED A AND BLURRED SHIRTED FOREGROUND FROM WITH SHADES OF FEMALE ADULTS STREET IN
WORDS,RED THE OF ADULTS WITH A IN WALKING COLORED ONE EATERY AWAY TWO ACROSS WHITE BLURRED IMAGE PERSON STREET AND WITH ONE A SHIRTED FROM IN SHADES DARK FEMALE FOREGROUND GRAY CLOTHES MALE A A
WORDS,IMAGE AND EATERY FEMALE MALE WITH ONE WITH PERSON FOREGROUND WALKING SHADES CLOTHES IN ACROSS A COLORED OF A A THE ADULTS GRAY WHITE DARK A IN ONE STREET BLURRED SHIRTED RED AWAY TWO FROM
WORDS,GRAY IMAGE AWAY WHITE A SHIRTED IN AND ACROSS THE OF WITH ADULTS TWO WITH FOREGROUND RED DARK MALE WALKING ONE EATERY COLORED PERSON FROM A BLURRED IN A ONE STREET A CLOTHES FEMALE SHADES
WORDS,ALL NEXT HOLDING A MAN AND BRIEFCASE TO WHITE A WOMAN A WEARING WALKS EATING
WORDS,TO WEARING WALKS A MAN WHITE ALL WOMAN A NEXT BRIEFCASE A AND EATING HOLDING
WORDS,AND WALKS NEXT TO WEARING A WOMAN ALL HOLDING EATING A WHITE MAN BRIEFCASE A
WORDS,STREET WOMAN A IS EATING ACROSS WALKING BRIEFCASE HIS IS THE FOLLOWING A A MAN WHILE WITH BANANA
WORDS,STREET WOMAN A HIS IS ACROSS WITH FOLLOWING WHILE EATING THE BRIEFCASE A A IS BANANA MAN WALKING
WORDS,WHILE WOMAN IS EATING A BRIEFCASE STREET WITH THE MAN HIS A IS ACROSS A FOLLOWING WALKING BANANA
WORDS,MAN WALKING WHILE WOMAN IS BRIEFCASE ACROSS IS THE HIS EATING FOLLOWING A BANANA STREET A A WITH
WORDS,FOLLOWING ACROSS A WALKING STREET BRIEFCASE A MAN IS EATING WHILE BANANA IS THE WOMAN A WITH HIS
WORDS,WALKING IS HIS A IS STREET THE BANANA WOMAN WHILE A EATING WITH A BRIEFCASE MAN FOLLOWING ACROSS
WORDS,IS FOLLOWING WHILE IS WITH MAN HIS EATING A A WALKING ACROSS WOMAN A BANANA THE STREET BRIEFCASE
WORDS,EATING WHILE WITH ACROSS FOLLOWING WOMAN A BRIEFCASE IS IS THE MAN WALKING A HIS BANANA A STREET
WORDS,A IS HIS A MAN THE WITH ACROSS EATING WOMAN IS WHILE BRIEFCASE STREET A BANANA FOLLOWING WALKING
WORDS,MAN IS ACROSS WOMAN THE IS WALKING A BRIEFCASE WHILE EATING WITH BANANA STREET A A HIS FOLLOWING
WORDS,A EATING STREET A WITH WALKING ACROSS BANANA WHILE HIS A IS BRIEFCASE MAN THE IS WOMAN FOLLOWING
WORDS,IS WITH IS WALKING THE A WHILE BANANA EATING MAN FOLLOWING STREET BRIEFCASE HIS ACROSS WOMAN A A
WORDS,FOLLOWING BRIEFCASE WHILE A IS WITH HIS EATING MAN A ACROSS STREET WALKING IS WOMAN BANANA THE A
WORDS,ACROSS BANANA HIS WALKING IS IS WITH A A MAN BRIEFCASE EATING A FOLLOWING WHILE STREET WOMAN THE
WORDS,A WHILE FOLLOWING HIS A STREET WALKING THE IS WOMAN BANANA EATING BRIEFCASE IS ACROSS MAN A WITH
WORDS,SKIER A SLIDES A RAIL METAL ALONG
WORDS,RAIL A METAL SLIDES ALONG A SKIER
WORDS,ALONG SLIDES A RAIL SKIER METAL A
WORDS,A ON RAIL A SKIS PERSON ON NIGHT AT
WORDS,A NIGHT RAIL AT PERSON A ON ON SKIS
WORDS,ON ON AT PERSON SKIS NIGHT RAIL A A
WORDS,METAL OF RAMP SKIER THE A IN ON ELECTRIC MADE GREEN EDGE OF BARS A
WORDS,METAL GREEN SKIER IN OF OF A THE A BARS RAMP MADE EDGE ELECTRIC ON
WORDS,EDGE METAL MADE OF IN A GREEN RAMP ON THE A OF ELECTRIC BARS SKIER
WORDS,OBJECT ACROSS YELLOW TRICK RAILED A SKIER IS A A UNIFORMED PERFORMING
WORDS,ACROSS A RAILED TRICK IS PERFORMING A A SKIER OBJECT UNIFORMED YELLOW
WORDS,IS UNIFORMED OBJECT A SKIER TRICK ACROSS A RAILED A PERFORMING YELLOW
WORDS,BLOND A IS DRINKING MAN FROM A FOUNTAIN PUBLIC
WORDS,IS A BLOND A DRINKING FROM MAN PUBLIC FOUNTAIN
WORDS,BLOND IS A PUBLIC A DRINKING FOUNTAIN FROM MAN
WORDS,CAMERA BROWN DOG TOWARDS WET SWIMS
WORDS,WET TOWARDS SWIMS DOG CAMERA BROWN
WORDS,CAMERA DOG TOWARDS BROWN WET SWIMS
WORDS,DOG CLOSEUP A SWIMMING IMAGE OF
WORDS,A SWIMMING IMAGE CLOSEUP DOG OF
WORDS,CLOSEUP DOG IMAGE OF SWIMMING A
WORDS,DOG THE SWIMMING BROWN THE FURRY OCEAN IN IS
WORDS,SWIMMING IN OCEAN DOG FURRY THE THE IS BROWN
WORDS,BROWN SWIMMING OCEAN THE THE IN DOG FURRY IS
WORDS,A TOWARDS BIG THE BROWN DOG CAMERA SWIMS
WORDS,A SWIMS THE DOG BIG TOWARDS CAMERA BROWN
WORDS,BROWN DOG BIG A THE CAMERA SWIMS TOWARDS
WORDS,WITH WEARING MAN HORSEDRAWN A A GRAY HOLDING PITCHFORK BLACK HAT DIRECTS A CART A
WORDS,HOLDING DIRECTS CART A WITH MAN WEARING HAT BLACK PITCHFORK A A HORSEDRAWN A GRAY
WORDS,A A A HORSEDRAWN CART DIRECTS HOLDING HAT WITH BLACK PITCHFORK WEARING MAN A GRAY
WORDS,HAY COUNTRY A OLD ROAD A A UP MAN IS CLYDESDALE LEADING A WITHIN
WORDS,A ROAD UP A IS COUNTRY LEADING OLD MAN CLYDESDALE A A WITHIN HAY
WORDS,CLYDESDALE IS WITHIN A COUNTRY HAY OLD UP A ROAD LEADING A MAN A
WORDS,WITH WITH HORSE HIS WAGON AND MANURE A FERTILIZING GARDEN A FARMER
WORDS,HIS MANURE WAGON FARMER WITH WITH A A GARDEN FERTILIZING HORSE AND
WORDS,HORSE A FARMER HIS A FERTILIZING MANURE WAGON WITH GARDEN WITH AND
WORDS,WHILE A STANDS WHITE WATCHES CART A MAN AND HORSE IS PULLING A
WORDS,AND A WHITE HORSE PULLING MAN A A IS WHILE STANDS WATCHES CART
WORDS,WHITE WHILE A A PULLING WATCHES A IS HORSE MAN CART STANDS AND
WORDS,SMALL CHOIR A A CHURCHGOERS PRACTICE GROUP WATCH OF
WORDS,OF A WATCH PRACTICE CHOIR CHURCHGOERS SMALL A GROUP
WORDS,CHOIR CHURCHGOERS SMALL A WATCH OF A PRACTICE GROUP
WORDS,ON DOG A A DISC BEACH DROPS RED A
WORDS,BEACH A A A DOG ON DISC DROPS RED
WORDS,DROPS RED A ON DISC DOG BEACH A A
WORDS,A A AND A OF STREET THE ARE WOMAN TOP HILL A AT MAN WALKING ON
WORDS,AND A AT WALKING A OF ON STREET MAN TOP HILL A ARE WOMAN A THE
WORDS,MAN ARE STREET AND OF A THE TOP A ON WOMAN AT WALKING HILL A A
WORDS,CAFE AN MAN DRINKING IS ELDERLY ORANGE AT JUICE A
WORDS,JUICE IS DRINKING AT ELDERLY MAN CAFE A ORANGE AN
WORDS,A AN JUICE MAN CAFE DRINKING IS ORANGE ELDERLY AT
WORDS,HOLDING COUPLE STREET DOWN WALKS A A HANDS
WORDS,A HANDS WALKS STREET A DOWN COUPLE HOLDING
WORDS,WALKS COUPLE DOWN HANDS A A STREET HOLDING
WORDS,BRICK COUPLE THROUGH A A WHITE TOWN WALK
WORDS,TOWN A WALK BRICK THROUGH WHITE A COUPLE
WORDS,WALK A THROUGH COUPLE BRICK WHITE TOWN A
WORDS,GOING FROM HOME CHILDREN SCHOOL
WORDS,HOME GOING FROM SCHOOL CHILDREN
WORDS,CHILDREN SCHOOL FROM GOING HOME
WORDS,TO LISTENING PEOPLE IN CHURCH CHOIR CATHOLIC A A
WORDS,CATHOLIC TO LISTENING IN PEOPLE A CHURCH CHOIR A
WORDS,CHOIR CATHOLIC A IN A TO PEOPLE CHURCH LISTENING
WORDS,INTERSECTION WAITING AT AN BICYCLISTS
WORDS,WAITING AN INTERSECTION AT BICYCLISTS
WORDS,AT BICYCLISTS INTERSECTION AN WAITING
WORDS,WAITING INTERSECTION AN AT BICYCLISTS
WORDS,AN AT WAITING BICYCLISTS INTERSECTION
WORDS,AN BICYCLISTS INTERSECTION AT WAITING
WORDS,BICYCLISTS AT AN INTERSECTION WAITING
WORDS,INTERSECTION BICYCLISTS AT WAITING AN
WORDS,AT WAITING AN INTERSECTION BICYCLISTS
WORDS,INTERSECTION AN AT BICYCLISTS WAITING
WORDS,AN BICYCLISTS AT INTERSECTION WAITING
WORDS,BICYCLISTS AN INTERSECTION AT WAITING
WORDS,INTERSECTION WAITING BICYCLISTS AT AN
WORDS,AN BICYCLISTS INTERSECTION WAITING AT
WORDS,ON AT PEOPLE LIGHT WAITING A BIKES
WORDS,PEOPLE A WAITING BIKES ON LIGHT AT
WORDS,BIKES LIGHT A WAITING AT PEOPLE ON
WORDS,ON PEOPLE AT LIGHT WAITING BIKES A
WORDS,WAITING AT PEOPLE LIGHT A BIKES ON
WORDS,AT BIKES WAITING ON A LIGHT PEOPLE
WORDS,AT LIGHT PEOPLE A WAITING BIKES ON
WORDS,ON BIKES PEOPLE LIGHT AT WAITING A
WORDS,A BIKES ON LIGHT AT PEOPLE WAITING
WORDS,WAITING BIKES LIGHT AT A ON PEOPLE
WORDS,WAITING ON BIKES PEOPLE AT A LIGHT
WORDS,AT LIGHT BIKES PEOPLE A WAITING ON
WORDS,BIKES PEOPLE ON AT WAITING LIGHT A
WORDS,LIGHT WAITING AT BIKES PEOPLE A ON
WORDS,AT A BIKES PEOPLE WAITING LIGHT ON
WORDS,INTERSECTION PEOPLE AT BICYCLES AN WAITING ON
WORDS,AT AN BICYCLES ON INTERSECTION PEOPLE WAITING
WORDS,ON AT WAITING PEOPLE AN INTERSECTION BICYCLES
WORDS,AN ON PEOPLE AT INTERSECTION WAITING BICYCLES
WORDS,BICYCLES ON INTERSECTION PEOPLE AT AN WAITING
WORDS,INTERSECTION BICYCLES AN WAITING AT ON PEOPLE
WORDS,AN ON AT BICYCLES PEOPLE WAITING INTERSECTION
WORDS,INTERSECTION AT PEOPLE BICYCLES AN WAITING ON
WORDS,PEOPLE INTERSECTION AN ON BICYCLES AT WAITING
WORDS,AT INTERSECTION PEOPLE ON WAITING AN BICYCLES
WORDS,INTERSECTION AN PEOPLE WAITING ON AT BICYCLES
WORDS,AN ON BICYCLES INTERSECTION AT WAITING PEOPLE
WORDS,BICYCLES AN PEOPLE WAITING INTERSECTION AT ON
WORDS,ON INTERSECTION AN WAITING AT BICYCLES PEOPLE
WORDS,AT BICYCLES AN INTERSECTION WAITING PEOPLE ON
WORDS,MAN A ATTACHED ON MAN IS TO WATCHING WITH WHO IS A RED TOP THE A TOP CART STANDING OF ANOTHER FILLED SHIRT
WORDS,ON WHO WATCHING WITH TO ANOTHER THE TOP TOP ATTACHED A A CART MAN IS FILLED OF A STANDING RED SHIRT MAN IS
WORDS,RED SHIRT THE IS A ON A MAN TOP OF FILLED WHO MAN ATTACHED CART STANDING ANOTHER TO WATCHING WITH A TOP IS
WORDS,TO ON MAN TOP SHIRT WITH STANDING A IS ATTACHED OF TOP A WATCHING RED FILLED MAN THE ANOTHER A WHO IS CART
WORDS,TOP A SHIRT WITH MAN ON IS IS THE A STANDING MAN WHO WATCHING CART ATTACHED OF TOP ANOTHER FILLED TO RED A
WORDS,ATTACHED CART OF TOP IS A MAN ANOTHER STANDING TO A MAN FILLED WITH WHO SHIRT WATCHING RED THE TOP IS A ON
WORDS,WATCHING ANOTHER WHO CART ON ATTACHED A IS RED TO STANDING TOP IS WITH A MAN SHIRT OF FILLED MAN TOP THE A
WORDS,THE ON RED A SHIRT FILLED IS IS STANDING ATTACHED WATCHING ANOTHER WITH A TOP MAN TOP CART A WHO MAN OF TO
WORDS,TOP WHO THE TOP WITH A SHIRT STANDING ANOTHER MAN MAN IS CART RED A OF TO FILLED ATTACHED ON A IS WATCHING
WORDS,MAN WITH THE WHO ON SHIRT IS RED IS CART MAN ANOTHER ATTACHED OF A TOP A TO TOP FILLED STANDING A WATCHING
WORDS,TO IS TOP RED MAN MAN SHIRT FILLED WATCHING A ON STANDING ANOTHER WITH ATTACHED OF A WHO CART TOP THE A IS
WORDS,TOP ON ATTACHED STANDING WHO WITH RED OF WATCHING MAN ANOTHER MAN A IS IS A FILLED CART TOP TO THE A SHIRT
WORDS,IS WITH WHO ANOTHER WATCHING A ATTACHED CART IS TOP TOP OF TO FILLED MAN MAN A THE STANDING A RED SHIRT ON
WORDS,THE WHO FILLED TO RED MAN ATTACHED STANDING ANOTHER WITH CART A OF TOP IS WATCHING TOP A SHIRT ON MAN IS A
WORDS,TOP IS WITH A MAN TO ATTACHED TOP IS STANDING CART MAN A A WHO THE RED ON OF WATCHING SHIRT ANOTHER FILLED
WORDS,OF A BOY FOUNTAIN IS A A LIKE DRINKING OUT SHAPED WOMAN WATER
WORDS,A DRINKING WATER IS WOMAN OUT FOUNTAIN A LIKE SHAPED A OF BOY
WORDS,FOUNTAIN DRINKING OUT WATER A OF A WOMAN IS BOY A LIKE SHAPED
WORDS,STOP THREE BIKERS IN TOWN
WORDS,BIKERS THREE STOP TOWN IN
WORDS,THREE IN STOP BIKERS TOWN
WORDS,BIKERS THREE STOP IN TOWN
WORDS,IN BIKERS THREE STOP TOWN
WORDS,IN BIKERS STOP TOWN THREE
WORDS,STOP BIKERS TOWN THREE IN
WORDS,TOWN THREE IN STOP BIKERS
WORDS,BIKERS THREE IN TOWN STOP
WORDS,IN TOWN STOP BIKERS THREE
WORDS,TOWN IN THREE BIKERS STOP
WORDS,TOWN IN BIKERS STOP THREE
WORDS,STOP IN TOWN THREE BIKERS
WORDS,BRUSH TO ATTACHED ON TRAILER TRUCK LOADING A TWO PEOPLE A
WORDS,TRUCK PEOPLE LOADING BRUSH A ATTACHED TO TRAILER TWO ON A
WORDS,TWO ON TRUCK A BRUSH A TRAILER PEOPLE TO LOADING ATTACHED
WORDS,SHIRT WORK GLOVES BEARD WEARING MAN A A SLEEVES ON AND A PULLING A ROPE WITH WITH RED GRAY
WORDS,GRAY GLOVES ON WEARING ROPE A SHIRT PULLING A AND RED A WORK SLEEVES A WITH MAN WITH BEARD
WORDS,SLEEVES PULLING BEARD MAN A RED ROPE SHIRT WITH WEARING A A WORK GRAY ON WITH GLOVES AND A
WORDS,BEARD A A GRAY A RED AND MAN WITH ROPE SHIRT PULLING SLEEVES ON WORK WEARING GLOVES WITH A
WORDS,SHIRT ROPE AND A RED SLEEVES WORK ON PULLING A WITH A MAN GRAY GLOVES BEARD WEARING A WITH
WORDS,WEARING PULLING ON GLOVES MAN SHIRT ROPE A SLEEVES A GRAY BEARD A AND A WORK WITH RED WITH
WORDS,A AND WITH GRAY SLEEVES WORK WEARING RED A A A ROPE GLOVES PULLING SHIRT BEARD ON MAN WITH
WORDS,MAN RED ON A ROPE A SHIRT WORK GLOVES GRAY PULLING SLEEVES BEARD WITH A WEARING WITH A AND
WORDS,WORK WEARING ROPE A GLOVES GRAY A BEARD PULLING RED WITH ON WITH A SLEEVES SHIRT MAN A AND
WORDS,WEARING A PULLING RED BEARD ROPE SHIRT A AND A WITH WORK GLOVES GRAY WITH SLEEVES ON A MAN
WORDS,WORK ROPE WITH A A WEARING MAN WITH GRAY GLOVES SHIRT BEARD ON PULLING SLEEVES A AND A RED
WORDS,A SHIRT AND GRAY WEARING WITH RED A A MAN ON WORK SLEEVES WITH A ROPE GLOVES BEARD PULLING
WORDS,RED MAN A BEARD AND ROPE SHIRT WEARING WORK A PULLING WITH WITH GLOVES A ON GRAY A SLEEVES
WORDS,ROPE RED WORK GLOVES WITH WEARING A A MAN BEARD ON A SHIRT A WITH AND SLEEVES GRAY PULLING
WORDS,AND PULLING SHIRT A SLEEVES ROPE WITH BEARD ON WITH A GLOVES WEARING A GRAY MAN WORK RED A
WORDS,SHIRT AND PIECE WITH AND TUGGING A A ROPE ON RED A FACIAL OF GRAY MAN HAIR
WORDS,SHIRT OF ON PIECE A WITH TUGGING FACIAL A GRAY ROPE AND A AND MAN HAIR RED
WORDS,HAIR OF WITH ON FACIAL AND PIECE TUGGING ROPE A MAN A RED SHIRT GRAY AND A
WORDS,MIDDLEAGED A AND BLUE IS GREEN SMILE GIANT A IN SHIRT FLASHING ORIENTAL HEADSCARF A WOMAN
WORDS,BLUE SHIRT AND IS A HEADSCARF A MIDDLEAGED SMILE GREEN WOMAN FLASHING IN A ORIENTAL GIANT
WORDS,IN A SMILE HEADSCARF ORIENTAL WOMAN IS BLUE FLASHING A A SHIRT MIDDLEAGED GIANT GREEN AND
WORDS,IN A ANOTHER AN AND IN A THE AS HEADSCARF BOAT ROWS WOMAN TOP SMILING BLUE GREEN WIDELY WOMAN BACKGROUND ASIAN
WORDS,AND A ANOTHER HEADSCARF WOMAN BLUE WOMAN ROWS BOAT TOP AN IN A ASIAN AS GREEN BACKGROUND IN SMILING THE WIDELY
WORDS,HEADSCARF ANOTHER BLUE WIDELY WOMAN SMILING TOP BACKGROUND A AND ASIAN IN WOMAN A GREEN AN IN ROWS THE AS BOAT
WORDS,LINE SECURING A BOAT WORKER
WORDS,WORKER A LINE BOAT SECURING
WORDS,A LINE SECURING WORKER BOAT
WORDS,IS SWIMMING SMALL WITH A NECKLACE GIRL A
WORDS,GIRL SMALL A IS NECKLACE SWIMMING A WITH
WORDS,A SMALL IS WITH A GIRL SWIMMING NECKLACE
WORDS,A IN THE SKATEBOARDER POOL SKATES
WORDS,IN POOL A SKATES THE SKATEBOARDER
WORDS,A THE POOL SKATES SKATEBOARDER IN
WORDS,BESIDE SAVE MOTHER APPEAR A DIAPER PAKISTANI A THE PATH CHILDREN OF WITH THE A CARRYING WALK FATHER COUPLE LOGO ORGANIZATION A THE OF OR IN BLANKET ON BODY THE IN A TO WHO CHILD BE WATER WRAPPED THE A INDIAN HUMANITARIAN
